x	y
1.901188242651657312e+00 1.034111456733674217e+01
1.926203877423389610e+00 1.042256049283843922e+01
1.951219512195121908e+00 1.050588297656545755e+01
1.976235146966854206e+00 1.059110849694295275e+01
2.001250781738586504e+00 1.067826361533425583e+01
2.026266416510318802e+00 1.076737496726517485e+01
2.051282051282051100e+00 1.085846925339676794e+01
2.076297686053783398e+00 1.095157323024592522e+01
2.101313320825516140e+00 1.104671370065330827e+01
2.126328955597248438e+00 1.114391750399823877e+01
2.151344590368980736e+00 1.124321150616070142e+01
2.176360225140713034e+00 1.134462258923008449e+01
2.201375859912445332e+00 1.144817764096126744e+01
2.226391494684177630e+00 1.155390354397819230e+01
2.251407129455909928e+00 1.166182716472576963e+01
2.276422764227642226e+00 1.177197534217062191e+01
2.301438398999374524e+00 1.188437487625192901e+01
2.326454033771106822e+00 1.199905251608338830e+01
2.351469668542839120e+00 1.211603494790777624e+01
2.376485303314571418e+00 1.223534878280566751e+01
2.401500938086304160e+00 1.235702054416012885e+01
2.426516572858036458e+00 1.248107665487942697e+01
2.451532207629768756e+00 1.260754342438007924e+01
2.476547842401501054e+00 1.273644703533248013e+01
2.501563477173233352e+00 1.286781353017211771e+01
2.526579111944965650e+00 1.300166879737902192e+01
2.551594746716697948e+00 1.313803855752876437e+01
2.576610381488430246e+00 1.327694834911828359e+01
2.601626016260162544e+00 1.341842351417027146e+01
2.626641651031894842e+00 1.356248918361985645e+01
2.651657285803627140e+00 1.370917026248776516e+01
2.676672920575359438e+00 1.385849141484418823e+01
2.701688555347091736e+00 1.401047704856811649e+01
2.726704190118824478e+00 1.416515129990677480e+01
2.751719824890556776e+00 1.432253801784031921e+01
2.776735459662289074e+00 1.448266074825712835e+01
2.801751094434021372e+00 1.464554271794517604e+01
2.826766729205753670e+00 1.481120681840540954e+01
2.851782363977485968e+00 1.497967558949308753e+01
2.876797998749218266e+00 1.515097120289346755e+01
2.901813633520950564e+00 1.532511544543837800e+01
2.926829268292682862e+00 1.550212970227048004e+01
2.951844903064415160e+00 1.568203493986231756e+01
2.976860537836147458e+00 1.586485168889744557e+01
3.001876172607879756e+00 1.605060002702117927e+01
3.026891807379612054e+00 1.623929956146885445e+01
3.051907442151344796e+00 1.643096941157953239e+01
3.076923076923077094e+00 1.662562819120356394e+01
3.101938711694809392e+00 1.682329399101254808e+01
3.126954346466541690e+00 1.702398436072036247e+01
3.151969981238273988e+00 1.722771629122440373e+01
3.176985616010006286e+00 1.743450619667630974e+01
3.202001250781738584e+00 1.764436989649156828e+01
3.227016885553470882e+00 1.785732259730776761e+01
3.252032520325203180e+00 1.807337887490151829e+01
3.277048155096935478e+00 1.829255265607414671e+01
3.302063789868667776e+00 1.851485720051658390e+01
3.327079424640400074e+00 1.874030508266402606e+01
3.352095059412132372e+00 1.896890817355123815e+01
3.377110694183865114e+00 1.920067762267962408e+01
3.402126328955597412e+00 1.943562383990697739e+01
3.427141963727329710e+00 1.967375647737176791e+01
3.452157598499062008e+00 1.991508441146323705e+01
3.477173233270794306e+00 2.015961572484934905e+01
3.502188868042526604e+00 2.040735768857431509e+01
3.527204502814258902e+00 2.065831674423819209e+01
3.552220137585991200e+00 2.091249848627057517e+01
3.577235772357723498e+00 2.116990764431105987e+01
3.602251407129455796e+00 2.143054806570893689e+01
3.627267041901188094e+00 2.169442269815509050e+01
3.652282676672920392e+00 2.196153357245887250e+01
3.677298311444652690e+00 2.223188178548306837e+01
3.702313946216385432e+00 2.250546748325002966e+01
3.727329580988117730e+00 2.278228984423240178e+01
3.752345215759850028e+00 2.306234706284166691e+01
3.777360850531582326e+00 2.334563633312809472e+01
3.802376485303314624e+00 2.363215383270554781e+01
3.827392120075046922e+00 2.392189470691493014e+01
3.852407754846779220e+00 2.421485305323983184e+01
3.877423389618511518e+00 2.451102190598814090e+01
3.902439024390243816e+00 2.481039322125355540e+01
3.927454659161976114e+00 2.511295786217072035e+01
3.952470293933708412e+00 2.541870558447782003e+01
3.977485928705440710e+00 2.572762502240063398e+01
4.002501563477173008e+00 2.603970367487179871e+01
4.027517198248905750e+00 2.635492789209927622e+01
4.052532833020637604e+00 2.667328286249772162e+01
4.077548467792370346e+00 2.699475259999685406e+01
4.102564102564102200e+00 2.731931993174008966e+01
4.127579737335834942e+00 2.764696648618795294e+01
4.152595372107566796e+00 2.797767268163895693e+01
4.177611006879299538e+00 2.831141771518254302e+01
4.202626641651032280e+00 2.864817955209670330e+01
4.227642276422764134e+00 2.898793491570420855e+01
4.252657911194496876e+00 2.933065927770059744e+01
4.277673545966228730e+00 2.967632684896685902e+01
4.302689180737961472e+00 3.002491057088019133e+01
4.327704815509693326e+00 3.037638210713529574e+01
4.352720450281426068e+00 3.073071183608928081e+01
4.377736085053157922e+00 3.108786884364224434e+01
4.402751719824890664e+00 3.144782091666637669e+01
4.427767354596622518e+00 3.181053453699514577e+01
4.452782989368355260e+00 3.217597487598504102e+01
4.477798624140087114e+00 3.254410578966093226e+01
4.502814258911819856e+00 3.291488981445711204e+01
4.527829893683552598e+00 3.328828816356453757e+01
4.552845528455284452e+00 3.366426072389585045e+01
4.577861163227017194e+00 3.404276605367829234e+01
4.602876797998749048e+00 3.442376138068495095e+01
4.627892432770481790e+00 3.480720260111475994e+01
4.652908067542213644e+00 3.519304427913022693e+01
4.677923702313946386e+00 3.558123964706318532e+01
4.702939337085678240e+00 3.597174060629671288e+01
4.727954971857410982e+00 3.636449772883266718e+01
4.752970606629142836e+00 3.675946025955257568e+01
4.777986241400875578e+00 3.715657611918030767e+01
4.803001876172608320e+00 3.755579190795374700e+01
4.828017510944340174e+00 3.795705291001274873e+01
4.853033145716072916e+00 3.836030309851032172e+01
4.878048780487804770e+00 3.876548514145290625e+01
4.903064415259537512e+00 3.917254040827628359e+01
4.928080050031269366e+00 3.958140897716185691e+01
4.953095684803002108e+00 3.999202964309910868e+01
4.978111319574733962e+00 4.040433992669792929e+01
5.003126954346466704e+00 4.081827608375581917e+01
5.028142589118198558e+00 4.123377311558256508e+01
5.053158223889931300e+00 4.165076478008644756e+01
5.078173858661663154e+00 4.206918360362386977e+01
5.103189493433395896e+00 4.248896089361507222e+01
5.128205128205128638e+00 4.291002675192688542e+01
5.153220762976860492e+00 4.333231008902444614e+01
5.178236397748593234e+00 4.375573863889155746e+01
5.203252032520325088e+00 4.418023897472029660e+01
5.228267667292057830e+00 4.460573652536910316e+01
5.253283302063789684e+00 4.503215559258840273e+01
5.278298936835522426e+00 4.545941936901193259e+01
5.303314571607254280e+00 4.588744995691180861e+01
5.328330206378987022e+00 4.631616838771456202e+01
5.353345841150718876e+00 4.674549464227465023e+01
5.378361475922451618e+00 4.717534767190190337e+01
5.403377110694183472e+00 4.760564542013811717e+01
5.428392745465916214e+00 4.803630484527798927e+01
5.453408380237648956e+00 4.846724194362884219e+01
5.478424015009380810e+00 4.889837177350271702e+01
5.503439649781113552e+00 4.932960847993446407e+01
5.528455284552845406e+00 4.976086532011804309e+01
5.553470919324578148e+00 5.019205468955370719e+01
5.578486554096310002e+00 5.062308814889683362e+01
5.603502188868042744e+00 5.105387645150029385e+01
5.628517823639774598e+00 5.148432957163972645e+01
5.653533458411507340e+00 5.191435673341231194e+01
5.678549093183239194e+00 5.234386644029775937e+01
5.703564727954971936e+00 5.277276650537051239e+01
5.728580362726703790e+00 5.320096408215081851e+01
5.753595997498436532e+00 5.362836569608277415e+01
5.778611632270169274e+00 5.405487727662580255e+01
5.803627267041901128e+00 5.448040418994623479e+01
5.828642901813633870e+00 5.490485127219487538e+01
5.853658536585365724e+00 5.532812286335570207e+01
5.878674171357098466e+00 5.575012284165094911e+01
5.903689806128830320e+00 5.617075465848613902e+01
5.928705440900563062e+00 5.658992137391969379e+01
5.953721075672294916e+00 5.700752569263958947e+01
5.978736710444027658e+00 5.742347000043049121e+01
6.003752345215759512e+00 5.783765640111307960e+01
6.028767979987492254e+00 5.824998675393791814e+01
6.053783614759224108e+00 5.866036271141460645e+01
6.078799249530956850e+00 5.906868575755774486e+01
6.103814884302689592e+00 5.947485724652951689e+01
6.128830519074421446e+00 5.987877844165932828e+01
6.153846153846154188e+00 6.028035055482003202e+01
6.178861788617886042e+00 6.067947478613967149e+01
6.203877423389618784e+00 6.107605236402775262e+01
6.228893058161350638e+00 6.146998458549446553e+01
6.253908692933083380e+00 6.186117285674074395e+01
6.278924327704815234e+00 6.224951873399696467e+01
6.303939962476547976e+00 6.263492396458767075e+01
6.328955597248279830e+00 6.301729052819921151e+01
6.353971232020012572e+00 6.339652067832734872e+01
6.378986866791744426e+00 6.377251698388086965e+01
6.404002501563477168e+00 6.414518237091776598e+01
6.429018136335209910e+00 6.451442016448972083e+01
6.454033771106941764e+00 6.488013413057062451e+01
6.479049405878674506e+00 6.524222851804478296e+01
6.504065040650406360e+00 6.560060810072975812e+01
6.529080675422139102e+00 6.595517821940940451e+01
6.554096310193870956e+00 6.630584482385164335e+01
6.579111944965603698e+00 6.665251451478610534e+01
6.604127579737335552e+00 6.699509458581610488e+01
6.629143214509068294e+00 6.733349306523980715e+01
6.654158849280800148e+00 6.766761875775469548e+01
6.679174484052532890e+00 6.799738128602018605e+01
6.704190118824264744e+00 6.832269113205276767e+01
6.729205753595997486e+00 6.864345967842753282e+01
6.754221388367730228e+00 6.895959924926138740e+01
6.779237023139462082e+00 6.927102315095130791e+01
6.804252657911194824e+00 6.957764571264328879e+01
6.829268292682926678e+00 6.987938232640496494e+01
6.854283927454659420e+00 7.017614948707820588e+01
6.879299562226391274e+00 7.046786483178495075e+01
6.904315196998124016e+00 7.075444717906192693e+01
6.929330831769855870e+00 7.103581656759884311e+01
6.954346466541588612e+00 7.131189429455534423e+01
6.979362101313320466e+00 7.158260295343193036e+01
7.004377736085053208e+00 7.184786647147043936e+01
7.029393370856785062e+00 7.210761014655976453e+01
7.054409005628517804e+00 7.236176068362283331e+01
7.079424640400250546e+00 7.261024623046094462e+01
7.104440275171982400e+00 7.285299641303231510e+01
7.129455909943715142e+00 7.308994237014154294e+01
7.154471544715446996e+00 7.332101678751672580e+01
7.179487179487179738e+00 7.354615393125259004e+01
7.204502814258911592e+00 7.376528968059680835e+01
7.229518449030644334e+00 7.397836156005801911e+01
7.254534083802376188e+00 7.418530877081424535e+01
7.279549718574108930e+00 7.438607222140079500e+01
7.304565353345840784e+00 7.458059455765699397e+01
7.329580988117573526e+00 7.476882019191198481e+01
7.354596622889305380e+00 7.495069533138986628e+01
7.379612257661038122e+00 7.512616800581527343e+01
7.404627892432770864e+00 7.529518809420039815e+01
7.429643527204502718e+00 7.545770735079636893e+01
7.454659161976235460e+00 7.561367943019021709e+01
7.479674796747967314e+00 7.576305991153182617e+01
7.504690431519700056e+00 7.590580632187318599e+01
7.529706066291431910e+00 7.604187815860547062e+01
7.554721701063164652e+00 7.617123691097768301e+01
7.579737335834896506e+00 7.629384608068286866e+01
7.604752970606629248e+00 7.640967120149770153e+01
7.629768605378361102e+00 7.651867985796241101e+01
7.654784240150093844e+00 7.662084170308793318e+01
7.679799874921825698e+00 7.671612847507867627e+01
7.704815509693558440e+00 7.680451401305923298e+01
7.729831144465291182e+00 7.688597427179486488e+01
7.754846779237023036e+00 7.696048733539483067e+01
7.779862414008755778e+00 7.702803342999057179e+01
7.804878048780487632e+00 7.708859493537889307e+01
7.829893683552220374e+00 7.714215639562327453e+01
7.854909318323952228e+00 7.718870452860537057e+01
7.879924953095684970e+00 7.722822823452092678e+01
7.904940587867416824e+00 7.726071860331396124e+01
7.929956222639149566e+00 7.728616892104440694e+01
7.954971857410881420e+00 7.730457467518509418e+01
7.979987492182614162e+00 7.731593355884425023e+01
8.005003126954346016e+00 7.732024547391128522e+01
8.030018761726079646e+00 7.731751253312336303e+01
8.055034396497811500e+00 7.730773906105190463e+01
8.080050031269543354e+00 7.729093159400829904e+01
8.105065666041275207e+00 7.726709887886912043e+01
8.130081300813008838e+00 7.723625187082200227e+01
8.155096935584740692e+00 7.719840373003371781e+01
8.180112570356472546e+00 7.715356981724308127e+01
8.205128205128204399e+00 7.710176768828202398e+01
8.230143839899938030e+00 7.704301708752841193e+01
8.255159474671669884e+00 7.697733994029599103e+01
8.280175109443401738e+00 7.690476034416623463e+01
8.305190744215133591e+00 7.682530455926890056e+01
8.330206378986867222e+00 7.673900099751755022e+01
8.355222013758599076e+00 7.664588021080813007e+01
8.380237648530330929e+00 7.654597487818899992e+01
8.405253283302064560e+00 7.643931979201074967e+01
8.430268918073796414e+00 7.632595184306654801e+01
8.455284552845528268e+00 7.620591000473243071e+01
8.480300187617260121e+00 7.607923531611918122e+01
8.505315822388993752e+00 7.594597086424752774e+01
8.530331457160725606e+00 7.580616176525860794e+01
8.555347091932457460e+00 7.565985514467324435e+01
8.580362726704189313e+00 7.550710011671345967e+01
8.605378361475922944e+00 7.534794776270015859e+01
8.630393996247654798e+00 7.518245110854257973e+01
8.655409631019386651e+00 7.501066510133439635e+01
8.680425265791120282e+00 7.483264658507253841e+01
8.705440900562852136e+00 7.464845427551554735e+01
8.730456535334583990e+00 7.445814873419878666e+01
8.755472170106315843e+00 7.426179234162317755e+01
8.780487804878049474e+00 7.405944926963724129e+01
8.805503439649781328e+00 7.385118545302952953e+01
8.830519074421513182e+00 7.363706856035165060e+01
8.855534709193245035e+00 7.341716796399121847e+01
8.880550343964978666e+00 7.319155470951439213e+01
8.905565978736710520e+00 7.296030148429940709e+01
8.930581613508442373e+00 7.272348258548102251e+01
8.955597248280174227e+00 7.248117388722766918e+01
8.980612883051907858e+00 7.223345280737318319e+01
9.005628517823639712e+00 7.198039827342481090e+01
9.030644152595371565e+00 7.172209068796958320e+01
9.055659787367105196e+00 7.145861189350266329e+01
9.080675422138837050e+00 7.119004513669962364e+01
9.105691056910568904e+00 7.091647503215656911e+01
9.130706691682300757e+00 7.063798752562129835e+01
9.155722326454034388e+00 7.035466985673940599e+01
9.180737961225766242e+00 7.006661052133922851e+01
9.205753595997498095e+00 6.977389923327964993e+01
9.230769230769229949e+00 6.947662688588536639e+01
9.255784865540963580e+00 6.917488551299398125e+01
9.280800500312695434e+00 6.886876824963934496e+01
9.305816135084427287e+00 6.855836929239615074e+01
9.330831769856160918e+00 6.824378385941059832e+01
9.355847404627892772e+00 6.792510815014165360e+01
9.380863039399624626e+00 6.760243930483848374e+01
9.405878674171356479e+00 6.727587536377828314e+01
9.430894308943090110e+00 6.694551522629016915e+01
9.455909943714821964e+00 6.661145860958978915e+01
9.480925578486553817e+00 6.627380600744947969e+01
9.505941213258285671e+00 6.593265864872908821e+01
9.530956848030019302e+00 6.558811845579231203e+01
9.555972482801751156e+00 6.524028800283319640e+01
9.580988117573483009e+00 6.488927047413719151e+01
9.606003752345216640e+00 6.453516962230177967e+01
9.631019387116948494e+00 6.417808972644074572e+01
9.656035021888680348e+00 6.381813555039599350e+01
9.681050656660412201e+00 6.345541230098154983e+01
9.706066291432145832e+00 6.309002558628304058e+01
9.731081926203877686e+00 6.272208137403659123e+01
9.756097560975609539e+00 6.235168595010981818e+01
9.781113195747341393e+00 6.197894587710919012e+01
9.806128830519075024e+00 6.160396795313526042e+01
9.831144465290806878e+00 6.122685917070939610e+01
9.856160100062538731e+00 6.084772667589334105e+01
9.881175734834270585e+00 6.046667772762425130e+01
9.906191369606004216e+00 6.008381965728624152e+01
9.931207004377736070e+00 5.969925982854016411e+01
9.956222639149467923e+00 5.931310559743177180e+01
9.981238273921201554e+00 5.892546427279948773e+01
1.000625390869293341e+01 5.853644307700162130e+01
1.003126954346466526e+01 5.814614910698225003e+01
1.005628517823639712e+01 5.775468929569580467e+01
1.008130081300813075e+01 5.736217037390865414e+01
1.010631644777986260e+01 5.696869883239629218e+01
1.013133208255159445e+01 5.657438088455399594e+01
1.015634771732332631e+01 5.617932242943842169e+01
1.018136335209505994e+01 5.578362901525737527e+01
1.020637898686679179e+01 5.538740580332389385e+01
1.023139462163852365e+01 5.499075753249103826e+01
1.025641025641025728e+01 5.459378848408258023e+01
1.028142589118198913e+01 5.419660244733525190e+01
1.030644152595372098e+01 5.379930268536600124e+01
1.033145716072545284e+01 5.340199190167946597e+01
1.035647279549718647e+01 5.300477220722807914e+01
1.038148843026891832e+01 5.260774508803879002e+01
1.040650406504065018e+01 5.221101137341743481e+01
1.043151969981238203e+01 5.181467120474415111e+01
1.045653533458411566e+01 5.141882400486979066e+01
1.048155096935584751e+01 5.102356844812521075e+01
1.050656660412757937e+01 5.062900243095251795e+01
1.053158223889931122e+01 5.023522304316900744e+01
1.055659787367104485e+01 4.984232653987204031e+01
1.058161350844277671e+01 4.945040831399398940e+01
1.060662914321450856e+01 4.905956286951465017e+01
1.063164477798624219e+01 4.866988379533901821e+01
1.065666041275797404e+01 4.828146373984723994e+01
1.068167604752970590e+01 4.789439438612240707e+01
1.070669168230143775e+01 4.750876642786287363e+01
1.073170731707317138e+01 4.712466954598345126e+01
1.075672295184490324e+01 4.674219238591081194e+01
1.078173858661663509e+01 4.636142253557627413e+01
1.080675422138836694e+01 4.598244650411050571e+01
1.083176985616010057e+01 4.560534970124231791e+01
1.085678549093183243e+01 4.523021641740464105e+01
1.088180112570356428e+01 4.485712980454876231e+01
1.090681676047529791e+01 4.448617185766912030e+01
1.093183239524702977e+01 4.411742339703901195e+01
1.095684803001876162e+01 4.375096405115734655e+01
1.098186366479049347e+01 4.338687224040681656e+01
1.100687929956222710e+01 4.302522516142241216e+01
1.103189493433395896e+01 4.266609877216924929e+01
1.105691056910569081e+01 4.230956777772789223e+01
1.108192620387742267e+01 4.195570561678518828e+01
1.110694183864915630e+01 4.160458444882797835e+01
1.113195747342088815e+01 4.125627514203654300e+01
1.115697310819262000e+01 4.091084726187406773e+01
1.118198874296435186e+01 4.056836906036847523e+01
1.120700437773608549e+01 4.022890746608194945e+01
1.123202001250781734e+01 3.989252807476357532e+01
1.125703564727954920e+01 3.955929514067913999e+01
1.128205128205128283e+01 3.922927156861342723e+01
1.130706691682301468e+01 3.890251890653814115e+01
1.133208255159474653e+01 3.857909733893927040e+01
1.135709818636647839e+01 3.825906568079712144e+01
1.138211382113821202e+01 3.794248137221178752e+01
1.140712945590994387e+01 3.762940047366646468e+01
1.143214509068167573e+01 3.731987766192077061e+01
1.145716072545340758e+01 3.701396622652586643e+01
1.148217636022514121e+01 3.671171806695282669e+01
1.150719199499687306e+01 3.641318369032577351e+01
1.153220762976860492e+01 3.611841220974979194e+01
1.155722326454033855e+01 3.582745134322539116e+01
1.158223889931207040e+01 3.554034741313905243e+01
1.160725453408380226e+01 3.525714534632014363e+01
1.163227016885553411e+01 3.497788867465435203e+01
1.165728580362726774e+01 3.470261953624279982e+01
1.168230143839899959e+01 3.443137867709678801e+01
1.170731707317073145e+01 3.416420545335689241e+01
1.173233270794246330e+01 3.390113783402586023e+01
1.175734834271419693e+01 3.364221240420383907e+01
1.178236397748592879e+01 3.338746436881505986e+01
1.180737961225766064e+01 3.313692755681388746e+01
1.183239524702939249e+01 3.289063442585942454e+01
1.185741088180112612e+01 3.264861606744629086e+01
1.188242651657285798e+01 3.241090221248022374e+01
1.190744215134458983e+01 3.217752123728636349e+01
1.193245778611632346e+01 3.194850017003817655e+01
1.195747342088805532e+01 3.172386469759529959e+01
1.198248905565978717e+01 3.150363917273756797e+01
1.200750469043151902e+01 3.128784662178367526e+01
1.203252032520325265e+01 3.107650875258189416e+01
1.205753595997498451e+01 3.086964596286066609e+01
1.208255159474671636e+01 3.066727734892678825e+01
1.210756722951844822e+01 3.046942071469905855e+01
1.213258286429018185e+01 3.027609258106505052e+01
1.215759849906191370e+01 3.008730819554880753e+01
1.218261413383364555e+01 2.990308154227710347e+01
1.220762976860537918e+01 2.972342535223248916e+01
1.223264540337711104e+01 2.954835111378071844e+01
1.225766103814884289e+01 2.937786908346047099e+01
1.228267667292057475e+01 2.921198829702373700e+01
1.230769230769230838e+01 2.905071658071464213e+01
1.233270794246404023e+01 2.889406056277525536e+01
1.235772357723577208e+01 2.874202568516620815e+01
1.238273921200750394e+01 2.859461621549116828e+01
1.240775484677923757e+01 2.845183525911319933e+01
1.243277048155096942e+01 2.831368477145203855e+01
1.245778611632270128e+01 2.818016557045075032e+01
1.248280175109443313e+01 2.805127734920110072e+01
1.250781738586616676e+01 2.792701868871649040e+01
1.253283302063789861e+01 2.780738707084180916e+01
1.255784865540963047e+01 2.769237889128960717e+01
1.258286429018136410e+01 2.758198947279225166e+01
1.260787992495309595e+01 2.747621307835988702e+01
1.263289555972482781e+01 2.737504292463399125e+01
1.265791119449655966e+01 2.727847119532689746e+01
1.268292682926829329e+01 2.718648905473761701e+01
1.270794246404002514e+01 2.709908666133443234e+01
1.273295809881175700e+01 2.701625318139510412e+01
1.275797373358348885e+01 2.693797680269570449e+01
1.278298936835522248e+01 2.686424474823924413e+01
1.280800500312695434e+01 2.679504329001563079e+01
1.283302063789868619e+01 2.673035776278440068e+01
1.285803627267041982e+01 2.667017257787233930e+01
1.288305190744215167e+01 2.661447123697801587e+01
1.290806754221388353e+01 2.656323634597555028e+01
1.293308317698561538e+01 2.651644962871026578e+01
1.295809881175734901e+01 2.647409194077905781e+01
1.298311444652908087e+01 2.643614328328850505e+01
1.300813008130081272e+01 2.640258281658413608e+01
1.303314571607254457e+01 2.637338887394422571e+01
1.305816135084427820e+01 2.634853897523229449e+01
1.308317698561601006e+01 2.632800984050189186e+01
1.310819262038774191e+01 2.631177740354839756e+01
1.313320825515947554e+01 2.629981682540213583e+01
1.315822388993120740e+01 2.629210250775775037e+01
1.318323952470293925e+01 2.628860810633477030e+01
1.320825515947467110e+01 2.628930654416479484e+01
1.323327079424640473e+01 2.629417002480072085e+01
1.325828642901813659e+01 2.630317004544400206e+01
1.328330206378986844e+01 2.631627740998560583e+01
1.330831769856160030e+01 2.633346224195742735e+01
1.333333333333333393e+01 2.635469399739030294e+01
1.335834896810506578e+01 2.637994147757558849e+01
1.338336460287679763e+01 2.640917284172717672e+01
1.340838023764852949e+01 2.644235561954134894e+01
1.343339587242026312e+01 2.647945672365170111e+01
1.345841150719199497e+01 2.652044246197707267e+01
1.348342714196372683e+01 2.656527854996023308e+01
1.350844277673546046e+01 2.661393012269557090e+01
1.353345841150719231e+01 2.666636174694404104e+01
1.355847404627892416e+01 2.672253743303415163e+01
1.358348968105065602e+01 2.678242064664746636e+01
1.360850531582238965e+01 2.684597432048801835e+01
1.363352095059412150e+01 2.691316086583441347e+01
1.365853658536585336e+01 2.698394218397444888e+01
1.368355222013758521e+01 2.705827967752149021e+01
1.370856785490931884e+01 2.713613426161267483e+01
1.373358348968105069e+01 2.721746637498864629e+01
1.375859912445278255e+01 2.730223599095533871e+01
1.378361475922451618e+01 2.739040262822773286e+01
1.380863039399624803e+01 2.748192536165640121e+01
1.383364602876797989e+01 2.757676283283747409e+01
1.385866166353971174e+01 2.767487326060662767e+01
1.388367729831144537e+01 2.777621445141843282e+01
1.390869293308317722e+01 2.788074380961188581e+01
1.393370856785490908e+01 2.798841834756369451e+01
1.395872420262664093e+01 2.809919469573046058e+01
1.398373983739837456e+01 2.821302911258156954e+01
1.400875547217010642e+01 2.832987749442429504e+01
1.403377110694183827e+01 2.844969538512305363e+01
1.405878674171357012e+01 2.857243798571460758e+01
1.408380237648530375e+01 2.869806016392138304e+01
1.410881801125703561e+01 2.882651646356496045e+01
1.413383364602876746e+01 2.895776111388203233e+01
1.415884928080050109e+01 2.909174803874508797e+01
1.418386491557223295e+01 2.922843086579026561e+01
1.420888055034396480e+01 2.936776293545502980e+01
1.423389618511569665e+01 2.950969730992800066e+01
1.425891181988743028e+01 2.965418678201373126e+01
1.428392745465916214e+01 2.980118388391514372e+01
1.430894308943089399e+01 2.995064089593632062e+01
1.433395872420262585e+01 3.010250985510862165e+01
1.435897435897435948e+01 3.025674256374279025e+01
1.438398999374609133e+01 3.041329059791005562e+01
1.440900562851782318e+01 3.057210531585533175e+01
1.443402126328955681e+01 3.073313786634516021e+01
1.445903689806128867e+01 3.089633919695365094e+01
1.448405253283302052e+01 3.106166006228940191e+01
1.450906816760475238e+01 3.122905103216633904e+01
1.453408380237648601e+01 3.139846249972154979e+01
1.455909943714821786e+01 3.156984468948317257e+01
